tailid;parentid;orgstructid;name_nb;name_nn;name_en;orgid;kommunenummer
30638;42202;281;"Birkenes forliksråd";"Birkenes forliksråd";"Birkenes Conciliation Board";;
31512;31205;39;"Kriminalomsorgen Hedmark og Oppland friomsorgskontor";"Kriminalomsorgen Hedmark og Oppland friomsorgskontor";"Hedmark and Oppland Probation and Aftercare Service";;
31511;31205;39;"Kriminalomsorgen Vestoppland fengsel";"Kriminalomsorgen Vestoppland fengsel";"Vestoppland Prison Service";;
39042;26006;39;"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i  Bergen";"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i  Bergen";"Norwegian Sentre for Crime Victims (RKK), Bergen";;
33948;20521;36;"Statens vegvesen, Region vest";"Statens vegvesen, Region vest";"Norwegian Public Roads Administration, Western Region";;
36641;32161;42;Pasientskadenemnda;Pasientskadenemnda;"Patients' Injury Compensation Board (PSN)";984936966;
22469;;82;"Kongsberg krisesenter";"Kongsberg krisesenter";"The Women's shelter in Kongsberg";971484985;
22470;;77;"Danmarks ambassade";"Danmarks ambassade";"Embassy of Denmark";976095049;
22471;;77;"Nederlands ambassade";"Nederlands ambassade";"Netherlands Embassy";;
22472;;77;"Marokkos ambassade";"Marokkos ambassade";"Embassy of the Kingdom of Morocco";;
22473;;77;"Egypts ambassade";"Egypts ambassade";"Embassy of the Arab Republic of Egypt";895499722;
22474;;77;"Pakistans ambassade";"Pakistans ambassade";"Embassy of Pakistan";992075031;
22475;;77;"Polens ambassade";"Polens ambassade";"Embassy of the Republic of Poland";989978888;
22476;;77;"Portugals ambassade";"Portugals ambassade";"Embassy of the Portuguese Republic";996364291;
22477;;77;"Estlands ambassade";"Estlands ambassade";"Estonian Embassy in Oslo";;
22478;;77;"Finlands ambassade";"Finlands ambassade";"Embassy of Finland";971271264;
22479;;77;"Frankrikes ambassade";"Frankrikes ambassade";"French Embassy in Oslo";971573619;
22480;;77;"Tysklands ambassade";"Tysklands ambassade";"Embassy of the Federal Republic of Germany";;
22481;;77;"Hellas' ambassade";"Hellas' ambassade";"Embassy of Greece in Oslo";995507250;
22482;;77;"Guatemalas ambassade";"Guatemalas ambassade";"Embassy of the Republic of Guatemala";995433370;
22483;;77;"Ungarns ambassade";"Ungarns ambassade";"Embassy of the Republic of Hungary";971274107;
22370;32189;36;"Pasient- og brukerombudet i Finnmark";"Pasient- og brukerombudet i Finnmark";"Ombudsman for patients in Finnmark ";;
22372;32189;36;"Pasient- og brukerombudet i Nord-Trøndelag";"Pasient- og brukerombudet i Nord-Trøndelag";"Ombudsman for patients in Nord-Trøndelag";;
22375;32189;36;"Pasient- og brukerombudet i Buskerud";"Pasient- og brukerombudet i Buskerud";"Ombudsman for patients in Buskerud";;
22204;25001;37;"Mattilsynet - Distriktskontoret for Innherred";"Mattilsynet - Distriktskontoret for Innherred";"Norwegian Food Safety Authority - District Office for Innherred";;
22205;25001;37;"Mattilsynet - Distriktskontoret for Namdal";"Mattilsynet - Distriktskontoret for Namdal";"Norwegian Food Safety Authority - District Office for Namdal";;
22206;25001;37;"Mattilsynet - Distriktskontoret for Sør-Innherred";"Mattilsynet - Distriktskontoret for Sør-Innherred";"Norwegian Food Safety Authority - District Office for Sør-Innherred";;
30674;42202;281;"Drammen forliksråd";"Drammen forliksråd";"Drammen Conciliation Board";;
22208;25007;37;"Mattilsynet - Distriktskontoret for Ytre Helgeland";"Mattilsynet - Distriktskontoret for Ytre Helgeland";"Norwegian Food Safety Authority - District Office for Ytre Helgeland";;
24787;26144;37;"NAV Drammen";"NAV Drammen";"NAV Drammen";;
24788;26059;37;"NAV Drangedal ";"NAV Drangedal ";"NAV Drangedal ";;
24791;26057;37;"NAV Eid";"NAV Eid";"NAV Eid";;
24792;26065;37;"NAV Eide";"NAV Eide";"NAV Eide";;
24793;26064;37;"NAV Eidfjord ";"NAV Eidfjord ";"NAV Eidfjord ";;
24794;26066;37;"NAV Eidsberg ";"NAV Eidsberg ";"NAV Eidsberg ";;
24795;26063;37;"NAV Eidskog";"NAV Eidskog";"NAV Eidskog ";;
24796;26094;37;"NAV Eidsvoll ";"NAV Eidsvoll ";"NAV Eidsvoll ";;
24797;26056;37;"NAV Eigersund ";"NAV Eigersund ";"NAV Eigersund ";;
30827;42202;281;"Kongsberg forliksråd";"Kongsberg forliksråd";"Kongsberg Conciliation Board";;
24800;26094;37;"NAV Enebakk";"NAV Enebakk";"NAV Enebakk ";;
24801;26063;37;"NAV Engerdal ";"NAV Engerdal ";"NAV Engerdal ";;
30972;42202;281;"Rollag forliksråd";"Rollag forliksråd";"Rollag Conciliation Board";;
24805;26052;37;"NAV Brønnøy";"NAV Brønnøy";"NAV Brønnøy";;
24807;26095;37;"NAV Bygland ";"NAV Bygland ";"NAV Bygland";;
24808;26095;37;"NAV Bykle";"NAV Bykle";"NAV Bykle";;
24810;26057;37;"NAV Aurland";"NAV Aurland";"NAV Aurland";;
24812;26064;37;"NAV Austevoll";"NAV Austevoll";"NAV Austevoll";;
24813;26064;37;"NAV Austrheim ";"NAV Austrheim ";"NAV Austrheim ";;
24814;26065;37;"NAV Averøy";"NAV Averøy";"NAV Averøy";;
21523;26260;39;"Saltdal og Beiarn lensmannskontor";"Saltdal og Beiarn lensmannskontor";"Saltdal and Beiarn Police Station (lensmann) ";;
21524;26260;39;"Steigen lensmannskontor";"Steigen lensmannskontor";"Steigen Police Station (lensmann) ";;
43265;42282;39;"Senter for psykisk helse Ofoten, BUP Narvik";"Senter for psykisk helse Ofoten, BUP Narvik";"Mental health clinic for children and adolescents, ";;
21526;25587;39;"Narvik politistasjon";"Narvik politistasjon";"Narvik Police Station ";;
20838;;73;"Øvre Eiker servicesenter";"Øvre Eiker servicesenter";"Øvre Eiker Municipal Service Centre";;
43266;32229;39;"Barne- og ungdomspsykiatrisk poliklinikk Indre Salten (BUP-IS)";"Barne- og ungdomspsykiatrisk poliklinikk Indre Salten (BUP-IS)";"Mental health clinic for children and adolescents, BUP Indre Salten";;
36385;;90;"NORLA - Senter for norsk skjønn- og faglitteratur i utlandet ";"NORLA - Senter for norsk skjønn- og faglitteratur i utlandet ";"NORLA - Norwegian Literature Abroad, Fiction and Non-fiction";981242297;
43802;25193;39;"Oslo politidistrikts utlendingsavsnitt";"Oslo politidistrikts utlendingsavsnitt";"Oslo politidistrikts utlendingsavsnitt";;
44282;;73;"Kundetorget i Askøy kommune";"Kundetorget i Askøy kommune";"Askøy Municipality Service Center";;
20875;25322;73;"Servicekontoret i Sør-Varanger kommune";"Servicekontoret i Sør-Varanger kommune";"Sør-Varanger Municipal Service Centre";;
22103;38542;39;"Kriminalomsorgen region øst";"Kriminalomsorgen region øst";"Correctional Services, eastern region";982349400;
21727;25293;39;"Tjøme lensmannskontor";"Tjøme lensmannskontor";"Tjøme Police Station (lensmann) ";;
21741;25531;39;"Bamble lensmannskontor";"Bamble lensmannskontor";"Bamble Police Station (lensmann) ";;
21738;25531;39;"Fyresdal lensmannskontor";"Fyresdal lensmannskontor";"Fyresdal Police Station (lensmann) ";;
21735;25531;39;"Nome lensmannskontor";"Nome lensmannskontor";"Nome Police Station (lensmann) ";;
21737;25531;39;"Politiposten i Porsgrunn";"Politiposten i Porsgrunn";"Police in Porsgrunn";;
21695;25896;39;"Bygland lensmannskontor";"Bygland lensmannskontor";"Bygland Police Station (lensmann) ";;
21701;25896;39;"Flekkefjord politistasjon";"Flekkefjord politistasjon";"Flekkefjord Police Station ";;
21686;25896;39;"Gjerstad lensmannskontor";"Gjerstad lensmannskontor";"Gjerstad Police Station (lensmann) ";;
21707;25896;39;"Lindesnes lensmannskontor";"Lindesnes lensmannskontor";"Lindesnes Police Station (lensmann) ";;
21693;25896;39;"Randesund politistasjon";"Randesund politistasjon";"Randesund Police Station ";;
21697;25896;39;"Søgne og Songdalen lensmannskontor";"Søgne og Songdalen lensmannskontor";"Søgne & Songdalen Police Station (lensmann) ";;
21690;25896;39;"Vegårshei lensmannskontor";"Vegårshei lensmannskontor";"Vegårshei Police Station (lensmann) ";;
21691;25896;39;"Åmli lensmannskontor";"Åmli lensmannskontor";"Åmli Police Station (lensmann) ";;
21650;25652;39;"Finnøy lensmannskontor";"Finnøy lensmannskontor";"Finnøy Police Station (lensmann) ";;
21645;25652;39;"Klepp lensmannskontor";"Klepp lensmannskontor";"Klepp Police Station (lensmann) ";;
21628;26200;39;"Hyllestad lensmannskontor";"Hyllestad lensmannskontor";"Hyllestad Police Station (lensmann) ";;
21632;26200;39;"Lærdal lensmannskontor";"Lærdal lensmannskontor";"Lærdal Police Station (lensmann) ";;
21576;26200;39;"Selje lensmannskontor";"Selje lensmannskontor";"Selje Police Station (lensmann) ";;
42624;32236;39;"Nidaros DPS ";"Nidaros DPS ";"Nidaros District Psychiatric Centre";;
42625;32258;39;"DPS Nedre Romerike - distriktspsykiatrisk senter";"DPS Nedre Romerike - distriktspsykiatrisk senter";"DPS Nedre Romerike - District Psychiatric Centre";;
42626;32233;39;"DPS Molde";"DPS Molde";"Molde District Psychiatric Centre";;
42629;32229;39;"Vesterålen DPS - Stokmarknes ";"Vesterålen DPS - Stokmarknes";"Vesterålen District Psychiatric Hospital";;
41762;26150;37;"NAV Røyrvik";"NAV Røyrvik";"NAV Røyrvik";;
40468;40185;37;"Skatt sør Valle";"Skatt sør Valle";"Valle Tax Office";;
43142;26260;39;"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Bodø";"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Bodø";"Norwegian Sentre for Crime Victims (RKK), Bodø";;
43143;25302;39;"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Steinkjer";"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Steinkjer";"Norwegian Sentre for Crime Victims (RKK), Steinkjer";;
43144;25323;39;"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Vardø";"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Vardø";"Norwegian Sentre for Crime Victims (RKK), Vardø";;
43145;25293;39;"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Tønsberg";"Rådgivningskontorene for kriminalitetsofre, Rådgivningskontoret i Tønsberg";"Norwegian Sentre for Crime Victims (RKK), Tønsberg";;
43146;29872;39;"Barnehuset Oslo";"Barnehuset Oslo";"Childs House Oslo";;
22709;25913;73;"Klæbu folkebibliotek";"Klæbu folkebibliotek";"Klæbu Public Library";;
23657;25719;73;"Oppegård bibliotek";"Oppegård bibliotek";"Oppegård Public Library";;
40822;26375;76;"Ambassaden i Eritrea, Asmara";"Ambassaden i Eritrea, Asmara";"Royal Norwegian Embassy in Eritrea";;
30801;42202;281;"Inderøy forliksråd";"Inderøy forliksråd";"Inderøy Conciliation Board";;
30977;42202;281;"Røros forliksråd";"Røros forliksråd";"Røros Conciliation Board";;
